0 0 0.1 0.1
10 10 10.1 10.1
10 10 10 10
10 10 10 10.1
10 10 10.1 10
0 0.099 0.04163 0.27465
36.46 9.133 36.1877 9.52889
52.675 45.443 52.3814 45.8199
93.173 56.806 92.7974 56.2888
76.705 1.891 76.1903 2.17029
87.598 53.156 87.6423 53.1399
81.043 18.842 81.1189 19.2242
7.677 81.527 8.58512 80.8301
89.391 78.448 88.598 77.9168
1.984 37.838 2.64304 38.1405
75.271 0.623 75.1427 0.74323
61.755 77.093 61.324 76.8188
50.95 31.594 51.1422 31.6453
87.631 37.099 87.2799 37.1558
54.274 66.798 53.9024 66.9608
86.191 76.922 85.3817 77.1195
33.428 8.21 33.364 8.20216
67.623 81.016 67.411 80.775
51.22 58.651 51.4466 58.9362
57.797 96.47 57.5526 95.8981
17.693 11.187 18.3688 11.8863
95.489 90.428 94.673 90.2099
12.699 0.409 12.5725 0.59786
58.678 37.496 58.118 37.5858
78.534 44.223 78.0366 44.6341
52.597 72.842 52.3373 72.8971
46.804 19.7 46.7831 20.2314
96.609 75.684 96.109 75.7961
13.404 84.605 13.2881 84.6998
67.008 79.997 66.4811 79.8075
90.828 77.441 90.2858 77.6109
88.482 44.517 87.7602 44.4967
47.985 3.113 48.1136 3.87413
18.25 52.512 18.9663 52.2957
94.263 38.802 94.2509 39.3254
33.772 53.281 34.1364 53.7192
76.809 75.194 76.1318 75.296
17.464 1.977 17.7084 2.2536
37.823 41.872 37.5832 41.8341
29.978 2.101 29.917 2.1171
22.106 52.543 22.3795 52.9001
77.383 5.9 76.729 6.3888
34.192 45.681 34.4382 45.8093
6.993 81.893 7.32623 81.6595
19.116 89.228 19.1012 88.5434
11.575 15.891 12.4519 16.4137
81.18 64.222 80.6975 64.3173
82.348 72.126 82.1825 71.7635
61.036 41.5 61.2406 41.859
27.431 4.474 27.7577 4.94335
63.021 18.089 62.6693 18.3606
64.299 74.283 64.0697 74.1582
61.829 85.444 61.3922 84.8975
2.333 0.918 3.26112 1.89957
20.494 60.409 21.2247 60.3645
54.687 43.913 54.5899 43.7807
20.081 21.58 19.9301 21.5738
57.456 91.482 57.2971 91.2213
