0 0 0.1 0.1
0 0.099 0.04163 0.27465
87.598 53.156 87.6423 53.1399
81.043 18.842 81.1189 19.2242
7.677 81.527 8.58512 80.8301
75.1427 0.74323 75.271 0.623
61.324 76.8188 61.755 77.093
50.95 31.594 51.1422 31.6453
87.2799 37.1558 87.631 37.099
33.364 8.20216 33.428 8.21
67.411 80.775 67.623 81.016
51.22 58.651 51.4466 58.9362
46.7831 20.2314 46.804 19.7
96.109 75.7961 96.609 75.684
47.985 3.113 48.1136 3.87413
94.2509 39.3254 94.263 38.802
33.772 53.281 34.1364 53.7192
17.464 1.977 17.7084 2.2536
29.917 2.1171 29.978 2.101
22.106 52.543 22.3795 52.9001
34.192 45.681 34.4382 45.8093
6.993 81.893 7.32623 81.6595
19.1012 88.5434 19.116 89.228
11.575 15.891 12.4519 16.4137
82.1825 71.7635 82.348 72.126
61.036 41.5 61.2406 41.859
61.3922 84.8975 61.829 85.444
54.5899 43.7807 54.687 43.913
19.9301 21.5738 20.081 21.58
35.57 58.67 35.6063 58.1172
92.0679 60.0018 92.128 60.593
7.56091 9.73169 7.634 9.298
47.9129 46.7956 48.295 46.759
1.946 92.962 1.98962 92.0703
23.906 65.134 24.0353 64.5088
84.1329 4.56622 84.926 4.182
91.0672 75.2627 91.266 75.042
2.9101 26.2454 2.921 26.429
6.587 25.603 6.93358 26.2954
86.197 40.513 86.2029 40.1446
57.5139 47.1149 57.626 46.822
69.814 18.045 70.0089 18.5954
58.9236 97.682 59.011 97.762
9.77383 52.3863 9.787 52.112
86.891 9.578 86.9024 9.48823
89.0883 73.6486 89.292 73.575
47.6975 41.5503 48.105 41.438
76.397 10.119 76.5983 10.107
5.65 92.722 6.04592 92.6656
23.023 48.896 23.364 49.2599
21.6563 91.5389 21.836 92.051
48.9638 34.6294 49.423 34.609
91.5062 50.9116 91.56 50.493
10.157 77.738 10.3001 77.3923
59.16 51.452 59.337 51.6591
80.0606 74.1298 80.358 74.052
82.7465 12.2835 82.865 12.406
43.0744 27.191 43.384 27.33
76.1178 42.2255 76.193 42.12
32.988 14.364 33.0335 14.965
68.4239 86.5203 68.551 87.046
65.6062 39.7555 66.255 39.745
39.71 72.706 40.0102 72.6109
12.304 73.336 12.3497 72.6307
21.6026 17.4378 21.649 17.08
31.289 90.116 31.4198 89.294
13.699 53.529 14.2048 53.8358
4.565 12.477 4.77764 13.3174
83.6002 68.9059 83.749 68.785
52.461 58.318 52.6203 58.1951
14.841 47.262 14.9322 47.7341
32.8988 26.7079 33.058 26.095
10.27 20.774 10.3983 20.7324
26.3455 79.9028 26.502 80.449
87.7415 21.9306 87.956 21.52
79.0909 34.4996 79.253 34.595
61.235 83.417 61.3805 83.1894
10.3934 69.0329 10.465 69.299
21.839 60.755 22.2001 60.218
47.7476 16.5844 47.934 16.088
93.1318 6.82182 93.353 6.329
41.215 98.824 41.2632 98.5355
68.6029 53.5103 68.714 53.503
41.1167 57.2819 41.239 57.02
26.787 26.194 27.0124 25.998
25.7563 79.9207 25.887 80.319
80.4786 16.6567 80.844 16.127
2.91 54.292 3.38896 54.6625
43.881 86.397 44.2756 86.199
7.058 58.142 7.20123 58.2539
97.9387 34.7381 98.167 34.877
53.237 62.75 53.4785 62.7502
79.027 11.254 79.1239 11.9149
85.6408 47.7799 85.724 47.974
29.172 19.794 29.1773 20.0726
31.398 40.481 31.6745 40.4918
43.499 49.031 43.5973 49.499
45.5786 95.8675 45.65 96.368
69.7727 24.6863 70.277 24.065
69.563 16.937 69.7221 16.9543
6.141 91.822 6.38994 91.0947
28.9099 99.7064 28.951 99.856
42.742 45.775 43.0251 45.8176
36.5651 87.4217 36.658 87.69
65.2631 20.4256 65.489 20.19
21.339 69.911 21.4097 69.5049
63.2731 54.9844 63.319 54.785
93.2855 17.6823 94.199 17.469
82.596 58.588 82.6601 58.7058
91.6797 88.4857 91.968 89.018
74.8441 29.5257 74.971 29.291
54.5143 5.6074 54.585 4.927
74.904 8.308 75.1265 8.54308
70.75 51.601 70.9401 52.0016
99.072 82.8502 99.286 83.013
65.9858 25.199 66.512 24.865
75.5124 98.2968 75.652 99.189
73.567 29.32 73.7497 29.5005
15.772 16.579 16.3486 17.2408
25.3898 48.4444 25.518 48.417
99.1517 84.8516 99.839 85.283
59.4824 32.9241 59.621 32.782
86.6199 54.7072 86.853 55.204
46.9244 21.0129 46.935 21.134
72.0174 86.3122 72.566 86.412
47.959 26.09 47.9595 26.3329
42.7595 21.5723 43.172 21.35
89.9792 57.1664 90.534 57.482
84.0621 51.9534 84.344 52.07
77.237 90.8876 77.344 91.708
72.0361 23.5764 72.114 23.807
66.5686 18.6545 66.722 18.661
99.788 6.6296 99.838 6.091
9.15 24.332 9.93266 24.7592
67.828 23.538 67.9504 23.863
57.892 60.4485 57.938 60.143
89.7843 56.6745 89.854 57.225
45.698 28.37 45.8118 28.301
84.9702 79.815 85.123 80.025
31.61 34.914 32.0404 35.399
1.297 45.861 1.59859 45.8012
99.0286 52.2836 99.157 52.045
50.3994 21.471 50.434 21.665
48.7457 59.0205 49.1 58.719
53.967 81.8407 54.019 82.191
35.378 79.888 35.5427 79.3291
75.1083 78.2115 75.132 78.672
88.9718 94.057 89.302 94.069
92.9721 23.5385 93.225 23.313
54.964 86.987 55.1815 86.3997
0.772 4.216 0.7943 4.61471
14.961 76.412 15.4915 76.5528
59.6711 44.8488 59.754 44.874
62.191 9.492 62.1998 9.40379
38.073 94.42 38.3839 94.2996
44.6139 44.2053 44.715 44.632
26.1298 51.5053 26.146 51.564
12.9708 45.6118 12.992 45.306
13.2426 61.4768 13.282 61.812
40.703 1.247 40.7768 1.623
50.6067 90.3512 50.833 90.623
56.916 82.248 56.9959 82.1043
22.675 62.411 22.9838 62.5429
73.5758 59.0342 73.653 59.163
88.8213 7.15487 89.013 6.763
81.561 66.069 81.6295 66.3949
